image,image_path,sequence,image_number,emotion
S055_005_00000044.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000044.png,S055_005,44,5
S055_005_00000043.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000043.png,S055_005,43,5
S055_005_00000042.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000042.png,S055_005,42,5
S055_005_00000040.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000040.png,S055_005,40,5
S055_005_00000041.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000041.png,S055_005,41,5
S055_005_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000013.png,S055_005,13,5
S055_005_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000007.png,S055_005,7,5
S055_005_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000006.png,S055_005,6,5
S055_005_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000012.png,S055_005,12,5
S055_005_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000004.png,S055_005,4,0
S055_005_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000010.png,S055_005,10,5
S055_005_00000038.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000038.png,S055_005,38,5
S055_005_00000039.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000039.png,S055_005,39,5
S055_005_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000011.png,S055_005,11,5
S055_005_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000005.png,S055_005,5,5
S055_005_00000029.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000029.png,S055_005,29,5
S055_005_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000001.png,S055_005,1,0
S055_005_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000015.png,S055_005,15,5
S055_005_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000014.png,S055_005,14,5
S055_005_00000028.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000028.png,S055_005,28,5
S055_005_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000016.png,S055_005,16,5
S055_005_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000002.png,S055_005,2,0
S055_005_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000003.png,S055_005,3,0
S055_005_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S055/005/S055_005_00000017.png,S055_005,17,5
S052_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000008.png,S052_001,8,7
S052_001_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000009.png,S052_001,9,7
S052_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000001.png,S052_001,1,0
S052_001_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000015.png,S052_001,15,7
S052_001_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000014.png,S052_001,14,7
S052_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000002.png,S052_001,2,0
S052_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000003.png,S052_001,3,0
S052_001_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000013.png,S052_001,13,7
S052_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000007.png,S052_001,7,7
S052_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000006.png,S052_001,6,7
S052_001_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000012.png,S052_001,12,7
S052_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000004.png,S052_001,4,0
S052_001_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000010.png,S052_001,10,7
S052_001_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000011.png,S052_001,11,7
S052_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S052/001/S052_001_00000005.png,S052_001,5,7
S052_006_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000008.png,S052_006,8,3
S052_006_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000009.png,S052_006,9,3
S052_006_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000001.png,S052_006,1,0
S052_006_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000002.png,S052_006,2,0
S052_006_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000003.png,S052_006,3,0
S052_006_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000013.png,S052_006,13,3
S052_006_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000007.png,S052_006,7,3
S052_006_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000006.png,S052_006,6,3
S052_006_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000012.png,S052_006,12,3
S052_006_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000004.png,S052_006,4,0
S052_006_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000010.png,S052_006,10,3
S052_006_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000011.png,S052_006,11,3
S052_006_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S052/006/S052_006_00000005.png,S052_006,5,3
S052_004_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000013.png,S052_004,13,5
S052_004_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000007.png,S052_004,7,5
S052_004_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000006.png,S052_004,6,5
S052_004_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000012.png,S052_004,12,5
S052_004_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000004.png,S052_004,4,0
S052_004_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000010.png,S052_004,10,5
S052_004_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000011.png,S052_004,11,5
S052_004_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000005.png,S052_004,5,5
S052_004_00000029.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000029.png,S052_004,29,5
S052_004_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000001.png,S052_004,1,0
S052_004_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000015.png,S052_004,15,5
S052_004_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000014.png,S052_004,14,5
S052_004_00000028.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000028.png,S052_004,28,5
S052_004_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000016.png,S052_004,16,5
S052_004_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000002.png,S052_004,2,0
S052_004_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000003.png,S052_004,3,0
S052_004_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000017.png,S052_004,17,5
S052_004_00000032.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000032.png,S052_004,32,5
S052_004_00000026.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000026.png,S052_004,26,5
S052_004_00000027.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000027.png,S052_004,27,5
S052_004_00000033.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000033.png,S052_004,33,5
S052_004_00000025.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000025.png,S052_004,25,5
S052_004_00000031.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000031.png,S052_004,31,5
S052_004_00000019.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000019.png,S052_004,19,5
S052_004_00000018.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000018.png,S052_004,18,5
S052_004_00000030.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000030.png,S052_004,30,5
S052_004_00000024.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000024.png,S052_004,24,5
S052_004_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000008.png,S052_004,8,5
S052_004_00000020.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000020.png,S052_004,20,5
S052_004_00000021.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000021.png,S052_004,21,5
S052_004_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000009.png,S052_004,9,5
S052_004_00000023.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000023.png,S052_004,23,5
S052_004_00000022.png,../01_raw_data/CK+/cohn-kanade-images/S052/004/S052_004_00000022.png,S052_004,22,5
S099_007_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000003.png,S099_007,3,0
S099_007_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000002.png,S099_007,2,0
S099_007_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000001.png,S099_007,1,0
S099_007_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000011.png,S099_007,11,3
S099_007_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000005.png,S099_007,5,3
S099_007_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000004.png,S099_007,4,0
S099_007_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000010.png,S099_007,10,3
S099_007_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000006.png,S099_007,6,3
S099_007_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000012.png,S099_007,12,3
S099_007_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000007.png,S099_007,7,3
S099_007_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000009.png,S099_007,9,3
S099_007_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S099/007/S099_007_00000008.png,S099_007,8,3
S099_001_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000010.png,S099_001,10,7
S099_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000004.png,S099_001,4,0
S099_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000005.png,S099_001,5,7
S099_001_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000011.png,S099_001,11,7
S099_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000007.png,S099_001,7,7
S099_001_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000013.png,S099_001,13,7
S099_001_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000012.png,S099_001,12,7
S099_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000006.png,S099_001,6,7
S099_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000002.png,S099_001,2,0
S099_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000003.png,S099_001,3,0
S099_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000001.png,S099_001,1,0
S099_001_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000014.png,S099_001,14,7
S099_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000008.png,S099_001,8,7
S099_001_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S099/001/S099_001_00000009.png,S099_001,9,7
S099_004_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000008.png,S099_004,8,5
S099_004_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000009.png,S099_004,9,5
S099_004_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000002.png,S099_004,2,0
S099_004_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000003.png,S099_004,3,0
S099_004_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000015.png,S099_004,15,5
S099_004_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000001.png,S099_004,1,0
S099_004_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000014.png,S099_004,14,5
S099_004_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000010.png,S099_004,10,5
S099_004_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000004.png,S099_004,4,0
S099_004_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000005.png,S099_004,5,5
S099_004_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000011.png,S099_004,11,5
S099_004_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000007.png,S099_004,7,5
S099_004_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000013.png,S099_004,13,5
S099_004_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000012.png,S099_004,12,5
S099_004_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S099/004/S099_004_00000006.png,S099_004,6,5
S090_007_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000008.png,S090_007,8,1
S090_007_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000009.png,S090_007,9,1
S090_007_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000002.png,S090_007,2,0
S090_007_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000003.png,S090_007,3,0
S090_007_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000001.png,S090_007,1,0
S090_007_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000014.png,S090_007,14,1
S090_007_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000010.png,S090_007,10,1
S090_007_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000004.png,S090_007,4,0
S090_007_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000005.png,S090_007,5,1
S090_007_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000011.png,S090_007,11,1
S090_007_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000007.png,S090_007,7,1
S090_007_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000013.png,S090_007,13,1
S090_007_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000012.png,S090_007,12,1
S090_007_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S090/007/S090_007_00000006.png,S090_007,6,1
S090_006_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000009.png,S090_006,9,3
S090_006_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000008.png,S090_006,8,3
S090_006_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000011.png,S090_006,11,3
S090_006_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000005.png,S090_006,5,3
S090_006_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000004.png,S090_006,4,0
S090_006_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000010.png,S090_006,10,3
S090_006_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000006.png,S090_006,6,3
S090_006_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000007.png,S090_006,7,3
S090_006_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000003.png,S090_006,3,0
S090_006_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000002.png,S090_006,2,0
S090_006_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S090/006/S090_006_00000001.png,S090_006,1,0
S090_002_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000010.png,S090_002,10,7
S090_002_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000004.png,S090_002,4,0
S090_002_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000005.png,S090_002,5,7
S090_002_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000011.png,S090_002,11,7
S090_002_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000007.png,S090_002,7,7
S090_002_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000006.png,S090_002,6,7
S090_002_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000002.png,S090_002,2,0
S090_002_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000003.png,S090_002,3,0
S090_002_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000001.png,S090_002,1,0
S090_002_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000008.png,S090_002,8,7
S090_002_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S090/002/S090_002_00000009.png,S090_002,9,7
S064_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000001.png,S064_001,1,0
S064_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000002.png,S064_001,2,0
S064_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000003.png,S064_001,3,0
S064_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000007.png,S064_001,7,7
S064_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000006.png,S064_001,6,7
S064_001_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000012.png,S064_001,12,7
S064_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000004.png,S064_001,4,0
S064_001_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000010.png,S064_001,10,7
S064_001_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000011.png,S064_001,11,7
S064_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000005.png,S064_001,5,7
S064_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000008.png,S064_001,8,7
S064_001_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S064/001/S064_001_00000009.png,S064_001,9,7
S064_003_00000019.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000019.png,S064_003,19,5
S064_003_00000025.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000025.png,S064_003,25,5
S064_003_00000024.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000024.png,S064_003,24,5
S064_003_00000018.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000018.png,S064_003,18,5
S064_003_00000020.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000020.png,S064_003,20,5
S064_003_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000008.png,S064_003,8,5
S064_003_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000009.png,S064_003,9,5
S064_003_00000021.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000021.png,S064_003,21,5
S064_003_00000023.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000023.png,S064_003,23,5
S064_003_00000022.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000022.png,S064_003,22,5
S064_003_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000013.png,S064_003,13,5
S064_003_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000007.png,S064_003,7,5
S064_003_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000006.png,S064_003,6,5
S064_003_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000012.png,S064_003,12,5
S064_003_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000004.png,S064_003,4,0
S064_003_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000010.png,S064_003,10,5
S064_003_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000011.png,S064_003,11,5
S064_003_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000005.png,S064_003,5,5
S064_003_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000001.png,S064_003,1,0
S064_003_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000015.png,S064_003,15,5
S064_003_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000014.png,S064_003,14,5
S064_003_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000016.png,S064_003,16,5
S064_003_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000002.png,S064_003,2,0
S064_003_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000003.png,S064_003,3,0
S064_003_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S064/003/S064_003_00000017.png,S064_003,17,5
S064_004_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000008.png,S064_004,8,6
S064_004_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000009.png,S064_004,9,6
S064_004_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000013.png,S064_004,13,6
S064_004_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000007.png,S064_004,7,6
S064_004_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000006.png,S064_004,6,6
S064_004_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000012.png,S064_004,12,6
S064_004_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000004.png,S064_004,4,0
S064_004_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000010.png,S064_004,10,6
S064_004_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000011.png,S064_004,11,6
S064_004_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000005.png,S064_004,5,6
S064_004_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000001.png,S064_004,1,0
S064_004_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000014.png,S064_004,14,6
S064_004_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000002.png,S064_004,2,0
S064_004_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S064/004/S064_004_00000003.png,S064_004,3,0
S063_001_00000009.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000009.png,S063_001,9,7
S063_001_00000008.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000008.png,S063_001,8,7
S063_001_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000012.png,S063_001,12,7
S063_001_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000006.png,S063_001,6,7
S063_001_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000007.png,S063_001,7,7
S063_001_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000013.png,S063_001,13,7
S063_001_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000005.png,S063_001,5,7
S063_001_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000011.png,S063_001,11,7
S063_001_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000010.png,S063_001,10,7
S063_001_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000004.png,S063_001,4,0
S063_001_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000001.png,S063_001,1,0
S063_001_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000003.png,S063_001,3,0
S063_001_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S063/001/S063_001_00000002.png,S063_001,2,0
S063_002_00000013.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000013.png,S063_002,13,5
S063_002_00000007.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000007.png,S063_002,7,5
S063_002_00000006.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000006.png,S063_002,6,5
S063_002_00000012.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000012.png,S063_002,12,5
S063_002_00000004.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000004.png,S063_002,4,0
S063_002_00000010.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000010.png,S063_002,10,5
S063_002_00000011.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000011.png,S063_002,11,5
S063_002_00000005.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000005.png,S063_002,5,5
S063_002_00000001.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000001.png,S063_002,1,0
S063_002_00000015.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000015.png,S063_002,15,5
S063_002_00000014.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000014.png,S063_002,14,5
S063_002_00000016.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000016.png,S063_002,16,5
S063_002_00000002.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000002.png,S063_002,2,0
S063_002_00000003.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000003.png,S063_002,3,0
S063_002_00000017.png,../01_raw_data/CK+/cohn-kanade-images/S063/002/S063_002_00000017.png,S063_002,17,5
